sample_id,image_name,image_type,species,leaf_condition,leaf_count,plant_strength,disease_visible,flower_condition,suitability_label,image_path
id21,20260328_104344_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104344_HDR.jpg
id22,20260328_104618_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104618_HDR.jpg
id22,20260328_104619_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104619_HDR.jpg
id22,20260328_104623_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104623_HDR.jpg
id22,20260328_104625_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104625_HDR.jpg
id22,20260328_104628_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104628_HDR.jpg
id22,20260328_104631_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104631_HDR.jpg
id22,20260328_104636_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104636_HDR.jpg
id22,20260328_104639_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104639_HDR.jpg
id22,20260328_104643_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104643_HDR.jpg
id22,20260328_104647_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104647_HDR.jpg
id22,20260328_104652_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104652_HDR.jpg
id22,20260328_104655_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104655_HDR.jpg
id22,20260328_104659_HDR.jpg,plant,vanda,moderate,many,moderate,unknown,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104659_HDR.jpg
id22,20260328_104702_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104702_HDR.jpg
id22,20260328_104712_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104712_HDR.jpg
id23,20260328_105132.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105132.jpg
id23,20260328_105134.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105134.jpg
id23,20260328_105137.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105137.jpg
id23,20260328_105140.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105140.jpg
id23,20260328_105141.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105141.jpg
id23,20260328_105144.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105144.jpg
id23,20260328_105146.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105146.jpg
id23,20260328_105148.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105148.jpg
id23,20260328_105158.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105158.jpg
id23,20260328_105200.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105200.jpg
id23,20260328_105204.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105204.jpg
id23,20260328_105205.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105205.jpg
id23,20260328_105207.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105207.jpg
id23,20260328_105213.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105213.jpg
id23,20260328_105215.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105215.jpg
id23,20260328_105225_HDR.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105225_HDR.jpg
id23,20260328_105228_HDR.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105228_HDR.jpg
id23,20260328_105231_HDR.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105231_HDR.jpg
id23,20260328_105235_HDR.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105235_HDR.jpg
id23,20260328_105237.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105237.jpg
id23,20260328_105241.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105241.jpg
id23,20260328_105245.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105245.jpg
id23,20260328_105307.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105307.jpg
id23,20260328_105310.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105310.jpg
id23,20260328_105415.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105415.jpg
id23,20260328_105420.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105420.jpg
id23,20260328_105423_HDR.jpg,plant,vanda,moderate,many,moderate,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105423_HDR.jpg
id24,20260328_105458_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105458_HDR.jpg
id24,20260328_105500_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105500_HDR.jpg
id24,20260328_105510_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105510_HDR.jpg
id24,20260328_105519_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105519_HDR.jpg
id24,20260328_105522_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105522_HDR.jpg
id24,20260328_105527.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105527.jpg
id24,20260328_105529_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105529_HDR.jpg
id24,20260328_105532_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105532_HDR.jpg
id24,20260328_105537_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105537_HDR.jpg
id24,20260328_105540_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105540_HDR.jpg
id24,20260328_105543.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105543.jpg
id24,20260328_105545.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105545.jpg
id24,20260328_105548.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105548.jpg
id24,20260328_105555_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105555_HDR.jpg
id24,20260328_105557.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105557.jpg
id24,20260328_105604_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_105604_HDR.jpg
id25,IMG_3331.JPG,plant,vanda,healthy,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3331.JPG
id25,IMG_3332.JPG,plant,vanda,healthy,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3332.JPG
id25,IMG_3333.JPG,plant,vanda,healthy,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3333.JPG
id25,IMG_3334.JPG,plant,vanda,healthy,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3334.JPG
id25,IMG_3335.JPG,plant,vanda,healthy,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3335.JPG
id25,IMG_3336.JPG,plant,vanda,healthy,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3336.JPG
id25,IMG_3337.JPG,plant,vanda,healthy,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3337.JPG
id25,IMG_3338.JPG,plant,vanda,healthy,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3338.JPG
id25,IMG_3339.JPG,plant,vanda,healthy,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3339.JPG
id25,IMG_3340.JPG,plant,vanda,healthy,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3340.JPG
id28,IMG_3350.JPG,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3350.JPG
id29,IMG_3373.JPG,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3373.JPG
id29,IMG_3374.JPG,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3374.JPG
id29,IMG_3375.JPG,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3375.JPG
id30,IMG_3404.JPG,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3404.JPG
id30,IMG_3405.JPG,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3405.JPG
id30,IMG_3406.JPG,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3406.JPG
id30,IMG_3407.JPG,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\IMG_3407.JPG
